dates,water use,gas usage,miles driven,trash production,plane travel
2024-09-29 13:12:45.114784,56.56232322678494,145.00518806431063,31.020492136211995,57.85395248880615,15.878191406202024
2024-09-28 13:12:45.114784,63.72325310257753,160.27509922460638,69.0610075382524,63.98523367122284,18.320251455441785
2024-09-27 13:12:45.114784,43.75700003509759,172.61916362647253,32.25451762843697,27.46841619781156,24.357833241895342
2024-09-26 13:12:45.114784,65.69610986343486,176.81766996270463,33.336389577292834,42.871085607339424,14.781038677287446
2024-09-25 13:12:45.114784,57.79232657319285,88.25856015851087,79.34329579658129,63.331144379777406,13.626561733933956
2024-09-24 13:12:45.114784,39.56290604522184,102.02478715052284,52.01783032630775,59.14589941277352,11.916524813381448
2024-09-23 13:12:45.114784,56.15407125471727,68.64546544391493,61.92682040373284,58.22823535528295,29.37178429789261
2024-09-22 13:12:45.114784,65.13946535215305,172.58832945007083,91.28592857701136,33.22567230271062,28.747769363758703
2024-09-21 13:12:45.114784,35.787233829856945,122.82534394906529,35.08057794609297,52.94345405546749,24.57530915992796
2024-09-20 13:12:45.114784,45.82391119961101,51.04927247569905,84.53521777013631,43.95990143200821,19.02493410512028
2024-09-19 13:12:45.114784,64.74132357477566,85.07060630347706,58.80838303866284,44.59201236179959,8.030037187017037
2024-09-18 13:12:45.114784,68.58603229383745,167.225186110898,56.56350832858112,50.63631230692993,6.342609478372232
2024-09-17 13:12:45.114784,24.306300532983883,77.66104680807945,95.28373945733144,20.928074233870458,15.362207137279569
2024-09-16 13:12:45.114784,26.833952898723723,195.1405013736107,82.14770635618726,43.06915599185582,15.166667481927512
2024-09-15 13:12:45.114784,34.74393941034015,155.12280190625785,32.30268168267101,51.79816166524776,9.034749290114714
2024-09-14 13:12:45.114784,35.68218413762404,79.12336023362076,55.09642035373943,33.803298995355604,16.35902632693623
2024-09-13 13:12:45.114784,25.96701897450086,88.51474763865775,73.05439529165358,36.74723140309678,26.591977915106312
2024-09-12 13:12:45.114784,57.50188846228758,119.52799339855356,54.20992712534096,23.493770829725424,6.4909147437984425
2024-09-11 13:12:45.114784,25.086162659806803,193.377923382402,93.231313306372,21.96712435490622,28.63832002758961
2024-09-10 13:12:45.114784,40.972847819184814,83.03474594526128,53.8116933654762,61.12493045241506,24.785310643262346
2024-09-09 13:12:45.114784,65.77813471061518,124.9476071528715,37.05102897456777,38.350562909443546,11.69690961711887
2024-09-08 13:12:45.114784,51.388920989564056,159.29271761835207,89.56042523718355,42.47154089987188,28.331511418241664
2024-09-07 13:12:45.114784,41.40251151950299,178.80374050540652,82.94504055312906,58.26856037031428,7.722973747131652
2024-09-06 13:12:45.114784,35.97139951799784,192.4556995418631,36.841434646423,52.35688281070374,22.07350533754793
2024-09-05 13:12:45.114784,47.70989723023197,109.77478627895502,45.01587862900988,41.46046913606579,12.202405654095292
2024-09-04 13:12:45.114784,60.882922004698,187.7627450204108,76.66236432761761,45.17877978188817,22.61017247406452
2024-09-03 13:12:45.114784,24.22184837472125,114.86566438206268,54.65773310361915,52.125201578088,28.573808397888403
2024-09-02 13:12:45.114784,46.78198736397479,132.54446997153013,94.53500394114482,27.027081075322823,22.646352042005645
2024-09-01 13:12:45.114784,39.30449980964755,56.97519647899709,95.46589614572407,35.413844261862394,26.750982657900288
2024-08-31 13:12:45.114784,21.149408277931546,126.69700734465016,42.00754890841979,65.68619081551478,19.762567639821377
2024-08-30 13:12:45.114784,23.81993471772752,90.16448642025328,80.02975589692117,56.1358281786944,12.700403643323495
2024-08-29 13:12:45.114784,32.097324638343224,148.0337103522984,84.18600501674393,21.862907851663586,8.019169054683633
2024-08-28 13:12:45.114784,55.78574214051402,185.5493043530774,72.9128144174457,22.36816007322914,17.420435840791235
2024-08-27 13:12:45.114784,31.437125882896144,96.66937997120117,34.15484324865283,64.64777822863537,15.670853770257487
2024-08-26 13:12:45.114784,29.4744454926049,182.05619182073977,96.78112321344616,39.98630151243657,20.865764015446125
2024-08-25 13:12:45.114784,42.13660754725174,52.41218140264157,73.09540200022627,29.590940082239506,14.641954363817138
2024-08-24 13:12:45.114784,68.26613706418453,160.07393938334485,69.0897480204041,29.304027107576506,17.017481549428624
2024-08-23 13:12:45.114784,62.21077026568891,143.39230104484665,75.91476456304959,34.078048896910744,14.719702188722096
2024-08-22 13:12:45.114784,59.14048627673953,67.22503128414749,83.92748821797827,36.824972755706185,12.935690241454909
2024-08-21 13:12:45.114784,63.9365294188636,115.26722901390268,33.92454551826964,36.8396700443638,19.080668413216536
2024-08-20 13:12:45.114784,33.430500652155686,90.03423810034135,81.05383809152012,66.48882821066283,27.24722711585519
2024-08-19 13:12:45.114784,68.77879424943458,87.79560998969032,92.42868698650187,36.99085626554407,27.555700498374684
2024-08-18 13:12:45.114784,48.590533202041726,142.80468567919564,79.33205269614665,64.74762094534745,6.955010216244895
2024-08-17 13:12:45.114784,23.603681927712408,178.322257194507,53.23907932628677,27.207525817265964,18.56751623838893
2024-08-16 13:12:45.114784,34.59970540226062,73.89245468213959,82.70608685857854,55.915466197359294,8.790229914617315
2024-08-15 13:12:45.114784,21.74818803297477,196.8971924552505,99.92370810648003,24.74745040832462,7.775859477470925
2024-08-14 13:12:45.114784,69.52874964694256,138.88994525093815,89.84650271719673,37.17109891360876,15.805604228628738
2024-08-13 13:12:45.114784,60.7637213170012,147.9655327868002,87.10562151621122,67.38942286722039,26.29388396674428
2024-08-12 13:12:45.114784,30.911614118385096,101.57774521043316,62.07670247716387,62.23510640468528,20.81128069201202
2024-08-11 13:12:45.114784,22.829142387611995,76.52058267355721,53.86291941649121,45.38619469662711,18.95735065500955
2024-08-10 13:12:45.114784,61.29011054456058,86.03214293530004,91.81626067240715,34.47879245925881,6.682603516408332
2024-08-09 13:12:45.114784,56.7517015564064,62.571375051194536,48.20314831607895,66.32260291062912,9.374650995768183
2024-08-08 13:12:45.114784,26.82865122605274,84.47883003484435,34.807404031236324,37.28456785387911,25.43274181837828
2024-08-07 13:12:45.114784,42.0828660903541,178.43958106885728,37.68023458213716,61.33746062857247,16.37137739387867
2024-08-06 13:12:45.114784,37.16735425395079,176.6209507005322,30.13826086147645,66.96830638464829,16.21938701230876
2024-08-05 13:12:45.114784,22.7346241736878,198.9872186029405,90.36690040418311,26.701880641408074,10.187409173552185
2024-08-04 13:12:45.114784,54.96184768232396,164.07690420291328,53.701624985643136,66.97469362455203,23.88894243843551
2024-08-03 13:12:45.114784,33.97726787335951,126.79015783167404,55.89567700938123,42.210537044716176,16.004166230316116
2024-08-02 13:12:45.114784,45.93301322090574,188.95095414171,92.76397645074908,61.59299985634486,21.62192280430332
2024-08-01 13:12:45.114784,57.35642579432199,89.63153464898684,74.83787483527863,34.91158682486912,16.03085748284081
2024-07-31 13:12:45.114784,59.5479958564956,136.94897835910598,67.68332855335257,48.58429957551373,12.021765207997344
2024-07-30 13:12:45.114784,31.64316320503552,60.57849361123574,89.00667061527811,32.26310626040034,22.14086809308979
2024-07-29 13:12:45.114784,40.507176845754,165.26966073812625,80.41084647903065,21.311706182507365,8.79463433352639
2024-07-28 13:12:45.114784,42.71056114631979,116.3992402226252,70.88674911840182,23.8449180171745,9.600416673734074
2024-07-27 13:12:45.114784,31.617442296277947,58.3582964763512,34.35795065450387,66.22771185797058,16.76373515460338
2024-07-26 13:12:45.114784,54.74796501620786,112.6947136089236,54.79021908173373,20.772766709891613,14.909771396749523
2024-07-25 13:12:45.114784,35.27652003619923,92.99747121639686,49.29534232615857,47.83248282583856,14.142650096862376
2024-07-24 13:12:45.114784,49.369720791509046,140.40925193397953,45.72265278756543,36.50366395183632,15.102063926341389
2024-07-23 13:12:45.114784,24.5936701518898,50.75598518752987,69.66701749972216,67.94351888741849,13.870859820734728
2024-07-22 13:12:45.114784,68.29949439665563,168.76453935865695,98.5542044253801,38.451286431033424,8.30424244817913
2024-07-21 13:12:45.114784,57.18049237394101,152.3320052948999,62.31599350716921,53.22149924615503,9.955295457609202
2024-07-20 13:12:45.114784,57.19753420778801,111.05010145310176,58.60263217446919,54.01046123876806,14.6491664770005
2024-07-19 13:12:45.114784,39.145211604375184,86.02512178378481,78.00014708763841,64.92824847386426,27.943781375416503
2024-07-18 13:12:45.114784,34.09254952837342,72.82017548697434,50.97260736550257,54.50022039921002,25.5857898139925
2024-07-17 13:12:45.114784,21.32944949469503,121.49293876443204,96.1206456950218,65.63915670780841,25.359506912968246
2024-07-16 13:12:45.114784,48.01462394385145,126.8300572991238,30.22716865928551,48.68839352508762,26.9416073815492
2024-07-15 13:12:45.114784,40.66362914612708,73.20655197911826,57.2662451493642,42.12896477084195,4.761650311673908
2024-07-14 13:12:45.114784,43.60696740794839,98.83738494874784,42.09757466444717,23.472598215373047,29.1935748526956
2024-07-13 13:12:45.114784,32.39645827420596,160.08050907612298,94.63120486569196,64.4063721247544,28.90579488964874
2024-07-12 13:12:45.114784,21.48312865723873,195.7161007456275,83.75733594713262,35.13024299835859,13.167342664077752
2024-07-11 13:12:45.114784,64.82969684502044,190.96488451153348,85.08289556084043,25.339052345013062,7.667008925356246
2024-07-10 13:12:45.114784,51.04612014789722,63.83781781534998,54.17386991546947,25.03279838902625,24.779005611780743
2024-07-09 13:12:45.114784,45.49460728511508,60.352817944083554,68.75905125416992,32.86355158201999,22.22651423751887
2024-07-08 13:12:45.114784,42.87849599319934,196.76695043893488,94.7541586178729,58.44279955535925,24.084966898707066
2024-07-07 13:12:45.114784,22.878150993435646,139.30999129337255,45.24236922330244,24.08174253934051,15.384982506613964
2024-07-06 13:12:45.114784,26.63060012377412,143.2250793848328,69.1851599980468,27.34120613803656,16.251015937676627
2024-07-05 13:12:45.114784,47.2534057832589,182.4925669428013,35.627723506117256,20.853706715142305,15.581561857202004
2024-07-04 13:12:45.114784,42.56405906860647,81.74668643406523,40.85753837471137,53.039300708222655,5.477005560918514
2024-07-03 13:12:45.114784,23.062936798453087,173.10228871585258,50.209581466465565,65.22872247400883,21.622669101076617
2024-07-02 13:12:45.114784,37.56276161442288,152.34046191613058,83.76327126865694,48.292867874746975,12.40364616160652
2024-07-01 13:12:45.114784,38.69960190745128,141.47835568139243,51.61235489931771,44.60591704279549,20.814855627136467
2024-06-30 13:12:45.114784,43.97692014583192,106.687395612978,95.2836724436097,50.77736349456196,8.1796158625256
2024-06-29 13:12:45.114784,32.00231696748311,118.39691764297088,62.42600012779517,69.22898294702476,13.444849207868302
2024-06-28 13:12:45.114784,41.77203756026617,122.35371041286174,47.12883188431253,39.48384067835135,29.730254548575896
2024-06-27 13:12:45.114784,26.827411248517457,155.0154332372123,64.39419751623105,50.46351347132986,5.157921226742724
2024-06-26 13:12:45.114784,68.36760252450448,85.09216517751085,93.69972226419644,39.25744024165643,6.751602208931723
2024-06-25 13:12:45.114784,22.04004190056416,113.07718423129664,91.40299618211124,53.38491498770445,27.41876918137164
2024-06-24 13:12:45.114784,67.70936649397146,188.9180624299032,50.08964315969081,60.215080911547766,26.68490606026809
2024-06-23 13:12:45.114784,50.53440145370954,170.10906591691406,73.30440003627689,55.753935346743695,7.563318906471268
2024-06-22 13:12:45.114784,35.29337597141732,160.51252801959097,73.67113702916231,52.31691150071857,7.954939939221728
2024-10-19 13:16:09.041403,700.0,700.0,700.0,700.0,700.0
2024-10-19 13:16:15.379503,700.0,700.0,700.0,700.0,700.0
2024-10-20 22:25:20.680403,700.0,6.8,300.0,3.0,5.0
2024-10-20 22:25:29.759577,700.0,6.8,300.0,3.0,5.0
2024-10-21 00:23:38.415269,700.0,6.8,300.0,3.0,10.0
2024-10-21 00:23:41.727055,700.0,6.8,300.0,3.0,10.0
